step,inflation,output_gap,interest_rate,E_pi,reward,eps_d,eps_s,shock_active
41,0.03222,-0.004516,0.05443,0.039932,-0.000142,0.002732,-0.006636,0
42,0.025548,-0.003063,0.038291,0.034148,-0.000557,-0.000992,-0.007799,0
43,0.026474,-0.007581,0.022338,0.027698,-0.000551,-0.010261,0.00019,0
44,0.02544,-0.008745,0.022395,0.02678,-0.0005,-0.010938,0.000239,0
45,0.030045,-0.000536,0.019227,0.025775,-0.000203,-0.003811,0.004609,0
46,0.030427,-0.000278,0.034845,0.028978,-0.000305,0.002656,0.00178,0
47,0.029366,-0.004459,0.035928,0.030065,-0.000247,-0.001527,0.000271,0
48,0.012628,-0.01539,0.031186,0.029541,-0.001747,-0.014568,-0.014308,0
49,-0.003722,-0.012351,0.0,0.016856,-0.004462,-0.020779,-0.018558,0
50,-0.020377,-0.010636,0.0,0.001422,-0.007404,-0.011347,-0.020189,0
51,-0.016664,-0.018432,0.0,-0.014927,-0.006761,-0.010968,0.000879,0
52,-0.010961,-0.018643,0.0,-0.016229,-0.005542,-0.010528,0.007902,0
53,-0.012615,-0.020978,0.0,-0.012278,-0.005977,-0.014838,0.002687,0
54,-0.017822,-0.024253,0.0,-0.012531,-0.007275,-0.017987,-0.001778,0
55,-0.036792,-0.014118,0.0,-0.016499,-0.011993,-0.005869,-0.01834,0
56,-0.042502,-0.016492,0.0,-0.031718,-0.013885,-0.000633,-0.008627,0
57,-0.062809,-0.025099,0.0,-0.039806,-0.021769,-0.005196,-0.019637,0
58,-0.078303,-0.031589,0.0,-0.057058,-0.028989,-0.00306,-0.017077,0
59,-0.087806,-0.036777,0.0,-0.072992,-0.034021,-0.000281,-0.010028,0
60,-0.096087,-0.029434,0.0,-0.084103,-0.037906,0.012618,-0.00841,0
61,-0.1,-0.045901,0.0,-0.093091,-0.041307,0.000644,-0.003253,0
62,-0.092689,-0.046925,0.0,-0.098273,-0.037415,0.002211,0.01164,0
63,-0.088413,-0.038814,0.0,-0.094085,-0.034487,0.008229,0.010553,0
64,-0.098606,-0.027449,0.0,-0.089831,-0.039177,0.017466,-0.005556,0
65,-0.1,-0.041098,0.0,-0.096413,-0.040889,0.007109,-0.012599,0
66,-0.1,-0.047694,0.0,-0.099103,-0.041475,0.001857,-0.021326,0
67,-0.1,-0.043506,0.0,-0.099776,-0.041093,0.006381,-0.015018,0
68,-0.1,-0.057271,0.0,-0.099944,-0.04248,-0.007299,-0.019167,0
69,-0.1,-0.052594,0.0,-0.099986,-0.041966,-0.002601,-0.003119,0
70,-0.077106,-0.035845,0.0,-0.099996,-0.028713,0.014153,0.027267,0
71,-0.079764,-0.028192,0.0,-0.082829,-0.029482,0.013222,0.006465,0
72,-0.080379,-0.048066,0.0,-0.08053,-0.031292,-0.007801,0.006556,0
73,-0.087658,-0.052172,0.0,-0.080417,-0.035315,-0.011964,-0.00022,0
74,-0.094958,-0.056195,0.0,-0.085848,-0.039585,-0.013272,-0.00154,0
75,-0.098173,-0.047103,0.0,-0.092681,-0.040402,-0.000762,0.000647,0
76,-0.1,-0.050203,0.0,-0.0968,-0.04172,-0.001803,-0.009969,0
77,-0.1,-0.064259,0.0,-0.0992,-0.043329,-0.014659,-0.010844,0
78,-0.096718,-0.060592,0.0,-0.0998,-0.041055,-0.010692,0.011173,0
79,-0.088261,-0.055186,0.0,-0.097488,-0.035947,-0.006442,0.016531,0
80,-0.099661,-0.053788,0.0,-0.090567,-0.041903,-0.008504,-0.001931,0
81,-0.1,-0.062367,0.0,-0.097387,-0.04309,-0.013674,-0.008411,0
82,-0.1,-0.042217,0.0,-0.099347,-0.040982,0.007456,-0.01326,0
83,-0.1,-0.037991,0.0,-0.099837,-0.040643,0.011927,-0.016985,0
84,-0.1,-0.034178,0.0,-0.099959,-0.040368,0.015802,-0.006342,0
85,-0.1,-0.040187,0.0,-0.09999,-0.040815,0.009808,-0.004213,0
86,-0.1,-0.048371,0.0,-0.099997,-0.04154,0.001627,0.001933,0
87,-0.1,-0.0525,0.0,-0.099999,-0.041956,-0.002501,-0.011096,0
88,-0.1,-0.061974,0.0,-0.1,-0.043041,-0.011974,-0.004932,0
89,-0.1,-0.045749,0.0,-0.1,-0.041293,0.004251,-0.001359,0
90,-0.1,-0.047973,0.0,-0.1,-0.041501,0.002027,0.002043,0
91,-0.1,-0.038133,0.0,-0.1,-0.040654,0.011867,0.003419,0
92,-0.092633,-0.044981,0.0,-0.1,-0.037206,0.005019,0.013115,0
93,-0.076347,-0.040294,0.0,-0.094474,-0.028697,0.006943,0.023226,0
94,-0.083496,-0.034113,0.0,-0.080879,-0.031666,0.006326,0.001691,0
95,-0.07168,-0.047938,0.0,-0.082842,-0.027243,-0.006517,0.017524,0
96,-0.069208,-0.028008,0.0,-0.074471,-0.024637,0.009228,0.008719,0
97,-0.054753,-0.031868,0.0,-0.070524,-0.018972,0.003394,0.019846,0
98,-0.060523,-0.035828,0.0,-0.058695,-0.021493,-0.006481,0.00296,0
99,-0.066048,-0.029423,0.0,-0.060066,-0.023358,0.00061,-0.00217,0
100,-0.071627,-0.03189,0.0,-0.064553,-0.025938,0.000386,-0.002936,0
101,-0.061641,-0.031958,0.0,-0.069859,-0.021683,0.002971,0.012313,0
102,-0.053587,-0.029043,0.0,-0.063695,-0.018361,0.002804,0.013827,0
103,-0.054118,-0.042496,0.0,-0.056114,-0.019522,-0.014438,0.007809,0
104,-0.068198,-0.044161,0.0,-0.054617,-0.025364,-0.016853,-0.007503,0
105,-0.079681,-0.051224,0.0,-0.064803,-0.031271,-0.018822,-0.007843,0
106,-0.099746,-0.043829,0.0,-0.075962,-0.040979,-0.005848,-0.01797,0
107,-0.1,-0.050749,0.0,-0.0938,-0.041775,-0.003849,-0.015623,0
108,-0.1,-0.05454,0.0,-0.09845,-0.042175,-0.005315,0.000653,0
109,-0.092234,-0.049222,0.0,-0.099612,-0.037394,0.000584,0.013766,0
110,-0.099017,-0.047866,0.0,-0.094078,-0.040943,-0.000827,0.0013,0
111,-0.1,-0.051261,0.0,-0.097783,-0.041828,-0.00237,0.003205,0
112,-0.1,-0.049969,0.0,-0.099446,-0.041697,-0.000246,-0.008921,0
113,-0.1,-0.049379,0.0,-0.099861,-0.041638,0.000551,-0.00307,0
114,-0.086458,-0.029457,0.0,-0.099965,-0.032851,0.020526,0.016926,0
115,-0.087261,-0.037375,0.0,-0.089835,-0.033788,0.007542,0.007282,0
116,-0.09612,-0.05038,0.0,-0.087904,-0.039596,-0.006428,-0.001538,0
117,-0.089341,-0.049008,0.0,-0.094066,-0.03586,-0.001975,0.011136,0
118,-0.097348,-0.052476,0.0,-0.090522,-0.040483,-0.007215,0.00014,0
119,-0.1,-0.07005,0.0,-0.095642,-0.044107,-0.022229,-0.001543,0
120,-0.1,-0.073515,0.0,-0.09891,-0.044604,-0.024059,-0.00622,0
121,-0.1,-0.07372,0.0,-0.099728,-0.044635,-0.023857,-0.004675,0
122,-0.1,-0.080727,0.0,-0.099932,-0.045717,-0.030761,-0.017475,0
123,-0.1,-0.05449,0.0,-0.099983,-0.042169,-0.004499,-0.023359,0
124,-0.1,-0.061921,0.0,-0.099996,-0.043034,-0.011924,0.004354,0
125,-0.1,-0.035105,0.0,-0.099999,-0.040432,0.014894,-0.009104,0
126,-0.1,-0.04252,0.0,-0.1,-0.041008,0.00748,-0.002047,0
127,-0.1,-0.030935,0.0,-0.1,-0.040157,0.019065,-0.011097,0
128,-0.1,-0.038616,0.0,-0.1,-0.040691,0.011384,0.001115,0
129,-0.1,-0.038553,0.0,-0.1,-0.040686,0.011447,-0.003092,0
130,-0.1,-0.043058,0.0,-0.1,-0.041054,0.006942,-0.015604,0
131,-0.1,-0.047046,0.0,-0.1,-0.041413,0.002954,-0.012026,0
132,-0.1,-0.046075,0.0,-0.1,-0.041323,0.003925,-0.012769,0
133,-0.1,-0.04348,0.0,-0.1,-0.041091,0.00652,0.002466,0
134,-0.1,-0.044193,0.0,-0.1,-0.041153,0.005807,0.004997,0
135,-0.1,-0.04551,0.0,-0.1,-0.041271,0.00449,0.002999,0
136,-0.1,-0.052629,0.0,-0.1,-0.04197,-0.002629,0.004964,0
137,-0.082983,-0.052619,0.0,-0.1,-0.033018,-0.002619,0.02391,0
138,-0.07309,-0.032865,0.0,-0.087237,-0.026659,0.010754,0.018205,0
139,-0.081595,-0.03689,0.0,-0.076626,-0.030932,0.001423,-0.000201,0
140,-0.08149,-0.029651,0.0,-0.080353,-0.030399,0.010525,0.002507,0
141,-0.1,-0.029394,0.0,-0.081206,-0.040064,0.011209,-0.015942,0
142,-0.1,-0.032385,0.0,-0.095301,-0.040249,0.015266,-0.005021,0
143,-0.1,-0.04761,0.0,-0.098825,-0.041467,0.001803,-0.007728,0
144,-0.1,-0.046482,0.0,-0.099706,-0.041361,0.003372,-0.004112,0
145,-0.1,-0.049941,0.0,-0.099927,-0.041694,2.3e-05,-0.003502,0
146,-0.1,-0.051991,0.0,-0.099982,-0.041903,-0.002,-0.000576,0
147,-0.1,-0.039626,0.0,-0.099995,-0.04077,0.010372,-0.026012,0
148,-0.1,-0.044634,0.0,-0.099999,-0.041192,0.005366,-0.013842,0
149,-0.1,-0.043876,0.0,-0.1,-0.041125,0.006124,-0.012024,0
150,-0.1,-0.059767,0.0,-0.1,-0.042772,-0.009767,-0.003935,0
151,-0.1,-0.043018,0.0,-0.1,-0.041051,0.006982,-0.017699,0
152,-0.1,-0.038202,0.0,-0.1,-0.040659,0.011798,-0.013905,0
153,-0.1,-0.042232,0.0,-0.1,-0.040984,0.007768,-0.018872,0
154,-0.1,-0.047238,0.0,-0.1,-0.041431,0.002762,0.001677,0
155,-0.087181,-0.043405,0.0,-0.1,-0.034234,0.006595,0.018329,0
156,-0.078767,-0.031157,0.0,-0.090386,-0.029182,0.014036,0.015389,0
157,-0.069791,-0.01706,0.0,-0.081672,-0.024399,0.023776,0.013623,0
158,-0.068793,-0.013113,0.0,-0.072761,-0.023844,0.023267,0.005208,0
159,-0.075647,-0.018073,0.0,-0.069785,-0.027075,0.01682,-0.003849,0
160,-0.090142,-0.0174,0.0,-0.074182,-0.034177,0.01969,-0.014093,0
161,-0.099108,-0.023034,0.0,-0.086152,-0.039233,0.020042,-0.010362,0
162,-0.097299,-0.024535,0.0,-0.095869,-0.038304,0.023399,0.001291,0
163,-0.090518,-0.017526,0.0,-0.096942,-0.034377,0.030945,0.008083,0
164,-0.09257,-0.036977,0.0,-0.092124,-0.036517,0.009085,0.00418,0
165,-0.1,-0.049246,0.0,-0.092458,-0.041625,-0.003017,-0.002675,0
166,-0.098225,-0.039079,0.0,-0.098115,-0.039739,0.009978,0.00477,0
167,-0.1,-0.047705,0.0,-0.098197,-0.041476,0.001393,-0.007275,0
168,-0.1,-0.048537,0.0,-0.099549,-0.041556,0.001238,-0.016531,0
169,-0.1,-0.054446,0.0,-0.099887,-0.042164,-0.004503,-0.006798,0
170,-0.1,-0.043895,0.0,-0.099972,-0.041127,0.006091,0.002009,0
171,-0.1,-0.064063,0.0,-0.099993,-0.043304,-0.014067,0.004249,0
172,-0.1,-0.05927,0.0,-0.099998,-0.042713,-0.009271,0.006688,0
173,-0.1,-0.04356,0.0,-0.1,-0.041097,0.00644,-0.016619,0
174,-0.1,-0.050221,0.0,-0.1,-0.041722,-0.000221,-0.004063,0
175,-0.096099,-0.062807,0.0,-0.1,-0.040991,-0.012807,0.012322,0
176,-0.088428,-0.054555,0.0,-0.097074,-0.035964,-0.006018,0.015859,0
177,-0.080142,-0.054075,0.0,-0.09059,-0.031792,-0.00878,0.017653,0
178,-0.074852,-0.038975,0.0,-0.082754,-0.027901,0.002402,0.012921,0
179,-0.070832,-0.034857,0.0,-0.076827,-0.025782,0.003556,0.010456,0
180,-0.072897,-0.040583,0.0,-0.072331,-0.027138,-0.004417,0.004798,0
181,-0.071418,-0.04069,0.0,-0.072755,-0.026484,-0.004312,0.006713,0
182,-0.082227,-0.030896,0.0,-0.071753,-0.030834,0.00498,-0.006558,0
183,-0.07353,-0.037318,0.0,-0.079608,-0.027171,0.002486,0.01088,0
184,-0.082254,-0.041733,0.0,-0.07505,-0.031634,-0.004209,-0.001695,0
185,-0.078454,-0.041554,0.0,-0.080453,-0.02979,-0.001328,0.007427,0
186,-0.066466,-0.040315,0.0,-0.078954,-0.024295,-0.000838,0.017746,0
187,-0.054105,-0.028526,0.0,-0.069588,-0.018525,0.006268,0.019066,0
188,-0.025705,-0.020167,0.0,-0.057976,-0.009041,0.00882,0.034716,0
189,-0.034494,-0.012353,0.0,-0.033773,-0.011251,0.004533,0.000794,0
190,-0.038243,-0.00115,0.0,-0.034313,-0.012245,0.016007,-0.0041,0
191,-0.027237,-0.006562,0.0,-0.037261,-0.009085,0.012068,0.010635,0
192,-0.038467,-0.019242,0.0,-0.029743,-0.012684,-0.00437,-0.006135,0
193,-0.052648,-0.034013,0.0,-0.036286,-0.018324,-0.01587,-0.011623,0
194,-0.054584,-0.03187,0.0,-0.048557,-0.018908,-0.007592,-0.001732,0
195,-0.072159,-0.029643,0.0,-0.053077,-0.026038,-0.003104,-0.015167,0
196,-0.083424,-0.054348,0.0,-0.067389,-0.033421,-0.020654,-0.008556,0
197,-0.087852,-0.057939,0.0,-0.079415,-0.036049,-0.018232,-0.00054,0
198,-0.091329,-0.050018,0.0,-0.085743,-0.036997,-0.007147,0.001058,0
199,-0.092689,-0.043888,0.0,-0.089933,-0.037139,0.001078,0.002927,0
200,-0.1,-0.041005,0.0,-0.092,-0.040881,0.004995,-0.00529,0
